,player_id,given_name,family_name,count_tournaments,team_count,list_tournaments,team_name,team_code,full_name
0,P-00001,Harald,Schumacher,2,1,"1982, 1986",West Germany,DEU,Harald Schumacher
1,P-00002,Ismail,Mohammed Sharif,1,1,1986,Iraq,IRQ,Ismail Mohammed Sharif
2,P-00003,not applicable,Otávio,1,1,2022,Portugal,PRT,Otávio
3,P-00004,Julio César,Cortés,3,1,"1962, 1966, 1970",Uruguay,URY,Julio César Cortés
4,P-00005,Guy,Vandersmissen,1,1,1982,Belgium,BEL,Guy Vandersmissen
5,P-00007,Romildo,Etcheverry,1,1,1930,Paraguay,PRY,Romildo Etcheverry
6,P-00008,Pedro,Cubilla,1,1,1962,Uruguay,URY,Pedro Cubilla
7,P-00009,Dennis,Aogo,1,1,2010,Germany,DEU,Dennis Aogo
8,P-00010,Michel,De Wolf,3,1,"1986, 1990, 1994",Belgium,BEL,Michel De Wolf
9,P-00011,Vladimir,Kesarev,1,1,1958,Soviet Union,SUN,Vladimir Kesarev
10,P-00013,Vincenzo,Iaquinta,2,1,"2006, 2010",Italy,ITA,Vincenzo Iaquinta
11,P-00014,Federico,Marchetti,1,1,2010,Italy,ITA,Federico Marchetti
12,P-00015,Stefan,Skoumal,1,1,1938,Germany,DEU,Stefan Skoumal
13,P-00019,Felice,Soldini,1,1,1950,Switzerland,CHE,Felice Soldini
14,P-00021,Hans,Krankl,2,1,"1978, 1982",Austria,AUT,Hans Krankl
15,P-00022,Itzhak,Shum,1,1,1970,Israel,ISR,Itzhak Shum
16,P-00023,Nicolás,Fuentes,1,1,1970,Peru,PER,Nicolás Fuentes
17,P-00024,Dominique,Herr,1,1,1994,Switzerland,CHE,Dominique Herr
18,P-00025,Harry,Williams,1,1,1974,Australia,AUS,Harry Williams
19,P-00026,Luís,Oliveira,1,1,1998,Belgium,BEL,Luís Oliveira
20,P-00027,Vladica,Popović,2,1,"1958, 1962",Yugoslavia,YUG,Vladica Popović
21,P-00028,Daniel,Amartey,1,1,2022,Ghana,GHA,Daniel Amartey
22,P-00029,Lucien,Muller,1,1,1966,France,FRA,Lucien Muller
23,P-00030,José,Montiel,1,1,2006,Paraguay,PRY,José Montiel
24,P-00032,Antonio,Rada,1,1,1962,Colombia,COL,Antonio Rada
25,P-00033,Tom,Florie,2,1,"1930, 1934",United States,USA,Tom Florie
26,P-00034,Anis,Ayari,1,1,2006,Tunisia,TUN,Anis Ayari
27,P-00035,Daniel,Wass,1,1,2022,Denmark,DNK,Daniel Wass
28,P-00036,Spiros,Marangos,1,1,1994,Greece,GRC,Spiros Marangos
29,P-00037,Víctor,Núñez,1,1,2006,Costa Rica,CRI,Víctor Núñez
30,P-00038,Diego,Barreto,1,1,2010,Paraguay,PRY,Diego Barreto
31,P-00040,Kolo,Touré,3,1,"2006, 2010, 2014",Ivory Coast,CIV,Kolo Touré
32,P-00042,Suvarte,Soedarmadji,1,1,1938,Dutch East Indies,IDN,Suvarte Soedarmadji
33,P-00043,Cristian,Gamboa,2,1,"2014, 2018",Costa Rica,CRI,Cristian Gamboa
34,P-00045,Ivan,Deyanov,1,1,1966,Bulgaria,BGR,Ivan Deyanov
35,P-00046,Nacer,Chadli,2,1,"2014, 2018",Belgium,BEL,Nacer Chadli
36,P-00047,Karim,Saidi,1,1,2006,Tunisia,TUN,Karim Saidi
37,P-00049,Ray,Wilson,2,1,"1962, 1966",England,ENG,Ray Wilson
38,P-00050,not applicable,Dida,3,1,"1998, 2002, 2006",Brazil,BRA,Dida
39,P-00051,Adam,Taggart,1,1,2014,Australia,AUS,Adam Taggart
40,P-00053,Exequiel,Palacios,1,1,2022,Argentina,ARG,Exequiel Palacios
41,P-00054,not applicable,Saúl,1,1,2018,Spain,ESP,Saúl
42,P-00056,Gusztáv,Juhász,1,1,1934,Romania,ROU,Gusztáv Juhász
43,P-00057,Álvaro,Saborío,1,1,2006,Costa Rica,CRI,Álvaro Saborío
44,P-00058,Kick,Smit,2,1,"1934, 1938",Netherlands,NLD,Kick Smit
45,P-00059,Antonio,de la Torre,1,1,1978,Mexico,MEX,Antonio de la Torre
46,P-00060,Claudio,Reyna,4,1,"1994, 1998, 2002, 2006",United States,USA,Claudio Reyna
47,P-00061,Souleymanou,Hamidou,1,1,2010,Cameroon,CMR,Souleymanou Hamidou
48,P-00062,Yitzchak,Vissoker,1,1,1970,Israel,ISR,Yitzchak Vissoker
49,P-00064,João,Moutinho,2,1,"2014, 2018",Portugal,PRT,João Moutinho
50,P-00065,Christophe,Ohrel,1,1,1994,Switzerland,CHE,Christophe Ohrel
51,P-00066,Pierre,Njanka,2,1,"1998, 2002",Cameroon,CMR,Pierre Njanka
52,P-00067,Florian,Thauvin,1,1,2018,France,FRA,Florian Thauvin
53,P-00068,not applicable,Índio,1,1,1954,Brazil,BRA,Índio
54,P-00070,Roberto,Frigerio,1,1,1962,Switzerland,CHE,Roberto Frigerio
55,P-00071,Feliciano,Rivilla,2,1,"1962, 1966",Spain,ESP,Feliciano Rivilla
56,P-00072,Jonathan,Urretaviscaya,1,1,2018,Uruguay,URY,Jonathan Urretaviscaya
57,P-00073,Kepa,Arrizabalaga,1,1,2018,Spain,ESP,Kepa Arrizabalaga
58,P-00074,Abdullah,Ercan,1,1,2002,Turkey,TUR,Abdullah Ercan
59,P-00075,Aaron,Ramsdale,1,1,2022,England,ENG,Aaron Ramsdale
60,P-00076,Ivan,Zafirov,1,1,1974,Bulgaria,BGR,Ivan Zafirov
61,P-00077,Bo,Qu,1,1,2002,China,CHN,Bo Qu
62,P-00078,Gyula,Rákosi,2,1,"1962, 1966",Hungary,HUN,Gyula Rákosi
63,P-00079,M'Baye,Niang,1,1,2018,Senegal,SEN,M'Baye Niang
64,P-00080,Arne,Nyberg,1,1,1938,Sweden,SWE,Arne Nyberg
65,P-00081,David,Silva,3,1,"2010, 2014, 2018",Spain,ESP,David Silva
66,P-00082,Viorel,Moldovan,2,1,"1994, 1998",Romania,ROU,Viorel Moldovan
67,P-00083,Emmanuel,Sanon,1,1,1974,Haiti,HTI,Emmanuel Sanon
68,P-00084,Thomas,Meunier,2,1,"2018, 2022",Belgium,BEL,Thomas Meunier
69,P-00085,Yoichiro,Kakitani,1,1,2014,Japan,JPN,Yoichiro Kakitani
70,P-00086,Alberto,García Aspe,3,1,"1994, 1998, 2002",Mexico,MEX,Alberto García Aspe
71,P-00087,Joo-sung,Kim,3,1,"1986, 1990, 1994",South Korea,KOR,Joo-sung Kim
72,P-00088,De,Sordi,1,1,1958,Brazil,BRA,De Sordi
73,P-00090,Ignacio,González,1,1,2010,Uruguay,URY,Ignacio González
74,P-00092,Clemente,Rodríguez,1,1,2010,Argentina,ARG,Clemente Rodríguez
75,P-00094,not applicable,Barbosa,1,1,1950,Brazil,BRA,Barbosa
76,P-00095,Christian,Fassnacht,1,1,2022,Switzerland,CHE,Christian Fassnacht
77,P-00096,Vladimir,Kaplichny,1,1,1970,Soviet Union,SUN,Vladimir Kaplichny
78,P-00098,David,Harvey,1,1,1974,Scotland,SCO,David Harvey
79,P-00099,Mutiu,Adepoju,3,1,"1994, 1998, 2002",Nigeria,NGA,Mutiu Adepoju
80,P-00100,Mustafa,Merry,1,1,1986,Morocco,MAR,Mustafa Merry
81,P-00101,Fernando,Couto,1,1,2002,Portugal,PRT,Fernando Couto
82,P-00102,Augusto,Inácio,1,1,1986,Portugal,PRT,Augusto Inácio
83,P-00103,Serge,Ducosté,1,1,1974,Haiti,HTI,Serge Ducosté
84,P-00104,Oscar,Ruggeri,3,1,"1986, 1990, 1994",Argentina,ARG,Oscar Ruggeri
85,P-00105,Omero,Tognon,2,1,"1950, 1954",Italy,ITA,Omero Tognon
86,P-00106,Hossein,Faraki,1,1,1978,Iran,IRN,Hossein Faraki
87,P-00107,Bartosz,Białkowski,1,1,2018,Poland,POL,Bartosz Białkowski
88,P-00108,Miloš,Šestić,1,1,1982,Yugoslavia,YUG,Miloš Šestić
89,P-00109,Chang-sun,Park,1,1,1986,South Korea,KOR,Chang-sun Park
90,P-00111,Tommy,Cassidy,1,1,1982,Northern Ireland,NIR,Tommy Cassidy
91,P-00112,František,Štambachr,1,1,1982,Czechoslovakia,CSK,František Štambachr
92,P-00113,Chris,Morris,1,1,1990,Republic of Ireland,IRL,Chris Morris
93,P-00114,David,Jarolím,1,1,2006,Czech Republic,CZE,David Jarolím
94,P-00115,George,Borba,1,1,1970,Israel,ISR,George Borba
95,P-00116,Anton,Malatinský,1,1,1954,Czechoslovakia,CSK,Anton Malatinský
96,P-00117,Berti,Vogts,3,1,"1970, 1974, 1978",West Germany,DEU,Berti Vogts
97,P-00118,Gerónimo,Rulli,1,1,2022,Argentina,ARG,Gerónimo Rulli
98,P-00119,John,van 't Schip,1,1,1990,Netherlands,NLD,John van 't Schip
99,P-00120,Ricardo,Zamora,1,1,1934,Spain,ESP,Ricardo Zamora
100,P-00121,Franz,Wohlfahrt,1,1,1998,Austria,AUT,Franz Wohlfahrt
101,P-00122,Mateja,Kežman,1,1,2006,Serbia and Montenegro,SCG,Mateja Kežman
102,P-00124,Luis Antonio,Valdéz,1,1,1994,Mexico,MEX,Luis Antonio Valdéz
103,P-00125,Javad,Allahverdi,1,1,1978,Iran,IRN,Javad Allahverdi
104,P-00126,Ermindo,Onega,1,1,1966,Argentina,ARG,Ermindo Onega
105,P-00127,Jaime,Duarte,2,1,"1978, 1982",Peru,PER,Jaime Duarte
106,P-00128,Julio César,Jiménez,1,1,1974,Uruguay,URY,Julio César Jiménez
107,P-00129,Naoki,Matsuda,1,1,2002,Japan,JPN,Naoki Matsuda
108,P-00130,Ruslan,Pimenov,1,1,2002,Russia,RUS,Ruslan Pimenov
109,P-00131,not applicable,Ronaldão,1,1,1994,Brazil,BRA,Ronaldão
110,P-00132,Gabriel,Alonso,1,1,1950,Spain,ESP,Gabriel Alonso
111,P-00133,Antoine,Semenyo,1,1,2022,Ghana,GHA,Antoine Semenyo
112,P-00134,Randall,Brenes,1,1,2014,Costa Rica,CRI,Randall Brenes
113,P-00135,Boualem,Khoukhi,1,1,2022,Qatar,QAT,Boualem Khoukhi
114,P-00136,René,Llense,2,1,"1934, 1938",France,FRA,René Llense
115,P-00137,João,Morais,1,1,1966,Portugal,PRT,João Morais
116,P-00138,Kostas,Mitroglou,1,1,2014,Greece,GRC,Kostas Mitroglou
117,P-00139,Lajos,Détári,1,1,1986,Hungary,HUN,Lajos Détári
118,P-00140,Jorge,Manicera,1,1,1966,Uruguay,URY,Jorge Manicera
119,P-00142,Salvatore,Sirigu,1,1,2014,Italy,ITA,Salvatore Sirigu
120,P-00146,Günter,Netzer,1,1,1974,West Germany,DEU,Günter Netzer
121,P-00147,Owen,Hargreaves,2,1,"2002, 2006",England,ENG,Owen Hargreaves
122,P-00148,Derek,Kevan,2,1,"1958, 1962",England,ENG,Derek Kevan
123,P-00149,Simon,Elliott,1,1,2010,New Zealand,NZL,Simon Elliott
124,P-00150,Teófilo,Gutiérrez,1,1,2014,Colombia,COL,Teófilo Gutiérrez
125,P-00151,Thomas,Helveg,2,1,"1998, 2002",Denmark,DNK,Thomas Helveg
126,P-00152,Kazimír,Gajdoš,2,1,"1954, 1958",Czechoslovakia,CSK,Kazimír Gajdoš
127,P-00153,Eugen,Corrodi,1,1,1950,Switzerland,CHE,Eugen Corrodi
128,P-00154,Abdul,Manaf Nurudeen,1,1,2022,Ghana,GHA,Abdul Manaf Nurudeen
129,P-00155,Leif,Engqvist,1,1,1990,Sweden,SWE,Leif Engqvist
130,P-00156,Loukas,Vyntra,2,1,"2010, 2014",Greece,GRC,Loukas Vyntra
131,P-00157,Tommy,Wright,1,1,1970,England,ENG,Tommy Wright
132,P-00158,Thomas,Sørensen,2,1,"2002, 2010",Denmark,DNK,Thomas Sørensen
133,P-00159,Luis,Vargas Peña,1,1,1930,Paraguay,PRY,Luis Vargas Peña
134,P-00160,Philippe,Vande Walle,1,1,1998,Belgium,BEL,Philippe Vande Walle
135,P-00161,John,Robertson,2,1,"1978, 1982",Scotland,SCO,John Robertson
136,P-00162,Bertrand,Crasson,1,1,1998,Belgium,BEL,Bertrand Crasson
137,P-00163,Edin,Višća,1,1,2014,Bosnia and Herzegovina,BIH,Edin Višća
138,P-00164,Renato,Sáinz,1,1,1930,Bolivia,BOL,Renato Sáinz
139,P-00165,Robbie,Earle,1,1,1998,Jamaica,JAM,Robbie Earle
140,P-00166,Gösta,Löfgren,1,1,1958,Sweden,SWE,Gösta Löfgren
141,P-00167,John,Byrne,1,1,1990,Republic of Ireland,IRL,John Byrne
142,P-00168,not applicable,Marcos,1,1,2002,Brazil,BRA,Marcos
143,P-00169,Naeem,Saad,1,1,1982,Kuwait,KWT,Naeem Saad
144,P-00170,İlhan,Mansız,1,1,2002,Turkey,TUR,İlhan Mansız
145,P-00171,Nikola,Stipić,1,1,1962,Yugoslavia,YUG,Nikola Stipić
146,P-00172,Pierre,van Hooijdonk,1,1,1998,Netherlands,NLD,Pierre van Hooijdonk
147,P-00173,Crisant,Bosch,1,1,1934,Spain,ESP,Crisant Bosch
148,P-00174,Helmut,Rahn,2,1,"1954, 1958",West Germany,DEU,Helmut Rahn
149,P-00175,Marko,Livaja,1,1,2022,Croatia,HRV,Marko Livaja
150,P-00176,Iuliu,Bodola,2,1,"1934, 1938",Romania,ROU,Iuliu Bodola
151,P-00178,Benedicto,Godoy Véizaga,1,1,1950,Bolivia,BOL,Benedicto Godoy Véizaga
152,P-00179,Birkir Már,Sævarsson,1,1,2018,Iceland,ISL,Birkir Már Sævarsson
153,P-00180,Artur,Boruc,1,1,2006,Poland,POL,Artur Boruc
154,P-00181,Łukasz,Fabiański,2,1,"2006, 2018",Poland,POL,Łukasz Fabiański
155,P-00182,Darío,Rodríguez,1,1,2002,Uruguay,URY,Darío Rodríguez
156,P-00183,Darío,Segovia,1,1,1958,Paraguay,PRY,Darío Segovia
157,P-00184,Kosuke,Nakamura,1,1,2018,Japan,JPN,Kosuke Nakamura
158,P-00185,Oscar,Calics,1,1,1966,Argentina,ARG,Oscar Calics
159,P-00187,Philippe,Mahut,1,1,1982,France,FRA,Philippe Mahut
160,P-00188,Luis Gabelo,Conejo,1,1,1990,Costa Rica,CRI,Luis Gabelo Conejo
161,P-00189,Mauricio,Wright,1,1,2002,Costa Rica,CRI,Mauricio Wright
162,P-00190,Lajos,Korányi,1,1,1938,Hungary,HUN,Lajos Korányi
163,P-00191,Klaus,Lindenberger,2,1,"1982, 1990",Austria,AUT,Klaus Lindenberger
164,P-00192,Daniele,De Rossi,3,1,"2006, 2010, 2014",Italy,ITA,Daniele De Rossi
165,P-00193,Keith,Newton,1,1,1970,England,ENG,Keith Newton
166,P-00194,János,Mencel,1,1,1962,Hungary,HUN,János Mencel
167,P-00195,Karl,Allgöwer,1,1,1986,West Germany,DEU,Karl Allgöwer
168,P-00196,Cristian,Romero,1,1,2022,Argentina,ARG,Cristian Romero
169,P-00197,Manuel,Jiménez,1,1,1982,Spain,ESP,Manuel Jiménez
170,P-00198,Seung-gyu,Kim,3,1,"2014, 2018, 2022",South Korea,KOR,Seung-gyu Kim
171,P-00200,Bobby,Campbell,1,1,1982,Northern Ireland,NIR,Bobby Campbell
172,P-00201,Gregory,van der Wiel,1,1,2010,Netherlands,NLD,Gregory van der Wiel
173,P-00202,not applicable,Nacho,1,1,2018,Spain,ESP,Nacho
174,P-00203,Roger,Vonlanthen,2,1,"1954, 1962",Switzerland,CHE,Roger Vonlanthen
175,P-00204,Sergio,Agüero,3,1,"2010, 2014, 2018",Argentina,ARG,Sergio Agüero
176,P-00205,Rúben,Neves,1,1,2022,Portugal,PRT,Rúben Neves
177,P-00206,Ľubomír,Moravčík,1,1,1990,Czechoslovakia,CSK,Ľubomír Moravčík
178,P-00207,Ronald,de Boer,2,1,"1994, 1998",Netherlands,NLD,Ronald de Boer
179,P-00209,Eduardo,Reyes Ortiz,1,1,1930,Bolivia,BOL,Eduardo Reyes Ortiz
180,P-00210,Yordan,Letchkov,1,1,1994,Bulgaria,BGR,Yordan Letchkov
181,P-00211,Asamoah,Gyan,3,1,"2006, 2010, 2014",Ghana,GHA,Asamoah Gyan
182,P-00212,Marcel,Capelle,1,1,1930,France,FRA,Marcel Capelle
183,P-00213,Panagiotis,Tachtsidis,1,1,2014,Greece,GRC,Panagiotis Tachtsidis
184,P-00214,Pavel,Chaloupka,1,1,1982,Czechoslovakia,CSK,Pavel Chaloupka
185,P-00215,Jérémy,Doku,1,1,2022,Belgium,BEL,Jérémy Doku
186,P-00216,Renato,Zaccarelli,1,1,1978,Italy,ITA,Renato Zaccarelli
187,P-00217,Zoubeir,Baya,2,1,"1998, 2002",Tunisia,TUN,Zoubeir Baya
188,P-00218,John,Bosman,1,1,1994,Netherlands,NLD,John Bosman
189,P-00219,Gaizka,Mendieta,1,1,2002,Spain,ESP,Gaizka Mendieta
190,P-00220,Roberto,Mosquera,1,1,1978,Peru,PER,Roberto Mosquera
191,P-00221,Vasilije,Šijaković,2,1,"1958, 1962",Yugoslavia,YUG,Vasilije Šijaković
192,P-00222,Guillermo,Mendizábal,1,1,1978,Mexico,MEX,Guillermo Mendizábal
193,P-00223,Mario,Monge,1,1,1970,El Salvador,SLV,Mario Monge
194,P-00224,Luigi,Radice,1,1,1962,Italy,ITA,Luigi Radice
195,P-00225,Bill,Nicholson,1,1,1950,England,ENG,Bill Nicholson
196,P-00226,Fritz,Kehl,1,1,1962,Switzerland,CHE,Fritz Kehl
197,P-00227,Benjamin,Huggel,1,1,2010,Switzerland,CHE,Benjamin Huggel
198,P-00228,Rafael,van der Vaart,2,1,"2006, 2010",Netherlands,NLD,Rafael van der Vaart
199,P-00229,Alain,Sutter,1,1,1994,Switzerland,CHE,Alain Sutter
200,P-00230,Marc,Planus,1,1,2010,France,FRA,Marc Planus
201,P-00231,Crescencio,Gutiérrez,1,1,1958,Mexico,MEX,Crescencio Gutiérrez
202,P-00232,John,Aloisi,1,1,2006,Australia,AUS,John Aloisi
203,P-00234,not applicable,Ró-Ró,1,1,2022,Qatar,QAT,Ró-Ró
204,P-00238,István,Palotás,1,1,1934,Hungary,HUN,István Palotás
205,P-00239,Joël,Epalle,1,1,2002,Cameroon,CMR,Joël Epalle
206,P-00240,Wesley,Sneijder,3,1,"2006, 2010, 2014",Netherlands,NLD,Wesley Sneijder
207,P-00241,Rubén Toribio,Díaz,2,1,"1978, 1982",Peru,PER,Rubén Toribio Díaz
208,P-00242,Yousuf,Hussain,1,1,1990,United Arab Emirates,ARE,Yousuf Hussain
209,P-00243,Gökhan,Inler,2,1,"2010, 2014",Switzerland,CHE,Gökhan Inler
210,P-00244,Fulvio,Nesti,1,1,1954,Italy,ITA,Fulvio Nesti
211,P-00245,Hedwiges,Maduro,1,1,2006,Netherlands,NLD,Hedwiges Maduro
212,P-00249,Fabian,Johnson,1,1,2014,United States,USA,Fabian Johnson
213,P-00250,Selim,Benachour,1,1,2002,Tunisia,TUN,Selim Benachour
214,P-00251,David,Norman,1,1,1986,Canada,CAN,David Norman
215,P-00254,Antonio,Jasso,1,1,1962,Mexico,MEX,Antonio Jasso
216,P-00256,Peter,Palúch,1,1,1990,Czechoslovakia,CSK,Peter Palúch
217,P-00257,Alexis,Chantraine,1,1,1930,Belgium,BEL,Alexis Chantraine
218,P-00258,Rabiu,Afolabi,2,1,"2002, 2010",Nigeria,NGA,Rabiu Afolabi
219,P-00259,József,Tóth,1,1,1954,Hungary,HUN,József Tóth
220,P-00260,Nicolas,Dewalque,1,1,1970,Belgium,BEL,Nicolas Dewalque
221,P-00261,Manuel,Jiménez,1,1,1990,Spain,ESP,Manuel Jiménez
222,P-00262,Hans,Schäfer,3,1,"1954, 1958, 1962",West Germany,DEU,Hans Schäfer
223,P-00263,Alan,Kelly,2,1,"1994, 2002",Republic of Ireland,IRL,Alan Kelly
224,P-00264,Imre,Kovács,1,1,1954,Hungary,HUN,Imre Kovács
225,P-00266,James,Pantemis,1,1,2022,Canada,CAN,James Pantemis
226,P-00267,Adel,Abdel Rahman,1,1,1990,Egypt,EGY,Adel Abdel Rahman
227,P-00268,Andrey,Pyatnitsky,1,1,1994,Russia,RUS,Andrey Pyatnitsky
228,P-00269,Allan,Maher,1,1,1974,Australia,AUS,Allan Maher
229,P-00270,not applicable,Tinoco,1,1,1934,Brazil,BRA,Tinoco
230,P-00271,Juan Sebastián,Verón,3,1,"1998, 2002, 2010",Argentina,ARG,Juan Sebastián Verón
231,P-00274,Bartosz,Bosacki,1,1,2006,Poland,POL,Bartosz Bosacki
232,P-00275,Morgan,De Sanctis,1,1,2010,Italy,ITA,Morgan De Sanctis
233,P-00276,Javier,González,1,1,1970,Peru,PER,Javier González
234,P-00277,Eun-sung,Choi,1,1,2002,South Korea,KOR,Eun-sung Choi
235,P-00278,Humberto,Suazo,1,1,2010,Chile,CHL,Humberto Suazo
236,P-00279,not applicable,Alcindo,1,1,1966,Brazil,BRA,Alcindo
237,P-00280,Marcel,Langiller,1,1,1930,France,FRA,Marcel Langiller
238,P-00281,Plácido,Galindo,1,1,1930,Peru,PER,Plácido Galindo
239,P-00282,not applicable,Quim,1,1,2006,Portugal,PRT,Quim
240,P-00283,Felipe,Caicedo,1,1,2014,Ecuador,ECU,Felipe Caicedo
241,P-00284,Mark,Fish,1,1,1998,South Africa,ZAF,Mark Fish
242,P-00287,Juan,Botasso,1,1,1930,Argentina,ARG,Juan Botasso
243,P-00288,Luis,Advíncula,1,1,2018,Peru,PER,Luis Advíncula
244,P-00289,Nery,Pumpido,3,1,"1982, 1986, 1990",Argentina,ARG,Nery Pumpido
245,P-00290,Fahad,Abdulrahman,1,1,1990,United Arab Emirates,ARE,Fahad Abdulrahman
246,P-00291,Se-bok,An,1,1,1966,North Korea,PRK,Se-bok An
247,P-00292,Kibonge,Mafu,1,1,1974,Zaire,COD,Kibonge Mafu
248,P-00293,Mohamed,Abdel Shafy,1,1,2018,Egypt,EGY,Mohamed Abdel Shafy
249,P-00294,Enzo,Francescoli,2,1,"1986, 1990",Uruguay,URY,Enzo Francescoli
250,P-00295,Juan,Hohberg,1,1,1954,Uruguay,URY,Juan Hohberg
251,P-00296,not applicable,Benedicto,1,1,1930,Brazil,BRA,Benedicto
252,P-00298,José,Ribeiro,1,1,1986,Portugal,PRT,José Ribeiro
253,P-00300,George,Koumantarakis,1,1,2002,South Africa,ZAF,George Koumantarakis
254,P-00303,Roland,Andersson,1,1,1978,Sweden,SWE,Roland Andersson
255,P-00304,Gordon,Schildenfeld,1,1,2014,Croatia,HRV,Gordon Schildenfeld
256,P-00305,Sebastián,Abreu,2,1,"2002, 2010",Uruguay,URY,Sebastián Abreu
257,P-00306,Tarek,Salman,1,1,2022,Qatar,QAT,Tarek Salman
258,P-00308,Mario,Mandžukić,2,1,"2014, 2018",Croatia,HRV,Mario Mandžukić
259,P-00309,Tomás,Balcázar,1,1,1954,Mexico,MEX,Tomás Balcázar
260,P-00310,Jozef,Bomba,1,1,1962,Czechoslovakia,CSK,Jozef Bomba
261,P-00311,Erik,Jendrišek,1,1,2010,Slovakia,SVK,Erik Jendrišek
262,P-00312,Dario,Šimić,3,1,"1998, 2002, 2006",Croatia,HRV,Dario Šimić
263,P-00313,Boubacar,Barry,3,1,"2006, 2010, 2014",Ivory Coast,CIV,Boubacar Barry
264,P-00315,Nicky,Butt,1,1,2002,England,ENG,Nicky Butt
265,P-00316,Marcial,Avalos,1,1,1950,Paraguay,PRY,Marcial Avalos
266,P-00317,Luis,López,1,1,2014,Honduras,HND,Luis López
267,P-00318,Ángel,Cabrera,1,1,1962,Uruguay,URY,Ángel Cabrera
268,P-00319,Aldo,Bobadilla,2,1,"2006, 2010",Paraguay,PRY,Aldo Bobadilla
269,P-00320,Hasan,Şaş,1,1,2002,Turkey,TUR,Hasan Şaş
270,P-00321,Pathé,Ciss,1,1,2022,Senegal,SEN,Pathé Ciss
271,P-00322,Marián,Masný,1,1,1982,Czechoslovakia,CSK,Marián Masný
272,P-00323,Ali,Abdi,1,1,2022,Tunisia,TUN,Ali Abdi
273,P-00324,Gary,Lineker,2,1,"1986, 1990",England,ENG,Gary Lineker
274,P-00325,Igor,Dobrovolski,1,1,1990,Soviet Union,SUN,Igor Dobrovolski
275,P-00327,Thanasis,Kolitsidakis,1,1,1994,Greece,GRC,Thanasis Kolitsidakis
276,P-00328,Kenneth,Taylor,1,1,2022,Netherlands,NLD,Kenneth Taylor
277,P-00329,Basil,Gorgis,1,1,1986,Iraq,IRQ,Basil Gorgis
278,P-00330,Robert,Sánchez,1,1,2022,Spain,ESP,Robert Sánchez
279,P-00331,Lido,Vieri,1,1,1970,Italy,ITA,Lido Vieri
280,P-00334,Mix,Diskerud,1,1,2014,United States,USA,Mix Diskerud
281,P-00335,Ejike,Uzoenyi,1,1,2014,Nigeria,NGA,Ejike Uzoenyi
282,P-00337,Harry,Lundahl,1,1,1934,Sweden,SWE,Harry Lundahl
283,P-00338,Eugenio,Mena,1,1,2014,Chile,CHL,Eugenio Mena
284,P-00339,Maurice,Martens,1,1,1970,Belgium,BEL,Maurice Martens
285,P-00340,Wataru,Endo,2,1,"2018, 2022",Japan,JPN,Wataru Endo
286,P-00341,José,Giménez,3,1,"2014, 2018, 2022",Uruguay,URY,José Giménez
287,P-00342,Gélson,Fernandes,3,1,"2010, 2014, 2018",Switzerland,CHE,Gélson Fernandes
288,P-00343,Bogdan,Stelea,3,1,"1990, 1994, 1998",Romania,ROU,Bogdan Stelea
289,P-00344,Luka,Jović,2,1,"2018, 2022",Serbia,SRB,Luka Jović
290,P-00345,David,Mathers,1,1,1954,Scotland,SCO,David Mathers
291,P-00346,Abdullah,Musa,1,1,1990,United Arab Emirates,ARE,Abdullah Musa
292,P-00347,László,Fazekas,2,1,"1978, 1982",Hungary,HUN,László Fazekas
293,P-00348,Albert,Heremans,1,1,1934,Belgium,BEL,Albert Heremans
294,P-00349,Hamadi,Agrebi,1,1,1978,Tunisia,TUN,Hamadi Agrebi
295,P-00350,Vintilă,Cossini,1,1,1938,Romania,ROU,Vintilă Cossini
296,P-00351,Klaus,Allofs,1,1,1986,West Germany,DEU,Klaus Allofs
297,P-00352,Julio César,Britos,1,1,1950,Uruguay,URY,Julio César Britos
298,P-00353,Scott,Booth,1,1,1998,Scotland,SCO,Scott Booth
299,P-00354,Rahman,Rezaei,1,1,2006,Iran,IRN,Rahman Rezaei
300,P-00355,Dale,Mitchell,1,1,1986,Canada,CAN,Dale Mitchell
301,P-00356,Iacob,Felecan,1,1,1938,Romania,ROU,Iacob Felecan
302,P-00357,Carlos,Caballero,1,1,1982,Honduras,HND,Carlos Caballero
303,P-00358,Néjib,Limam,1,1,1978,Tunisia,TUN,Néjib Limam
304,P-00359,Yacine,Bentalaa,1,1,1982,Algeria,DZA,Yacine Bentalaa
305,P-00360,Dejan,Govedarica,1,1,1998,Yugoslavia,YUG,Dejan Govedarica
306,P-00361,Fernando,Meira,1,1,2006,Portugal,PRT,Fernando Meira
307,P-00362,not applicable,Tiago,2,1,"2006, 2010",Portugal,PRT,Tiago
308,P-00363,Abderrahim,Ouakili,1,1,1998,Morocco,MAR,Abderrahim Ouakili
309,P-00365,Pablo,Larios,1,1,1986,Mexico,MEX,Pablo Larios
310,P-00366,Jong-woo,Park,1,1,2014,South Korea,KOR,Jong-woo Park
311,P-00369,Ronald,Worm,1,1,1978,West Germany,DEU,Ronald Worm
312,P-00370,Simon,Gopane,1,1,1998,South Africa,ZAF,Simon Gopane
313,P-00371,Bong-zin,Han,1,1,1966,North Korea,PRK,Bong-zin Han
314,P-00372,Mick,McCarthy,1,1,1990,Republic of Ireland,IRL,Mick McCarthy
315,P-00374,Marcel,Mauron,1,1,1954,Switzerland,CHE,Marcel Mauron
