,key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,stadium_capacity,Attendance,officials,total_goals_in_match,used_capacity_ratio,attendance_category,relative_attendance_category,host_country_code,match_for_host,tournament_year,short_stage_name,winner_code
255,403,WC-1986,1986 FIFA World Cup,M-1986-43,England v Paraguay,round of 16,not applicable,0,1,0,0,1986-06-18,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-27,England,ENG,T-53,Paraguay,PRY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,115000,98728,Jamal Al Sharif (Referee) · Alexis Ponnet (AR1) · Fallaj Khuzam Al Shanar (AR2),3,0.858504347826087,4.0,underload,MEX,False,1986,knockout,ENG
256,407,WC-1986,1986 FIFA World Cup,M-1986-47,Argentina v England,quarter-finals,not applicable,0,1,0,0,1986-06-22,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-03,Argentina,ARG,T-27,England,ENG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,115000,114580,Ali Bennaceur (Referee) · Berny Ulloa Morera (AR1) · Bogdan Dotchev (AR2),3,0.9963478260869565,4.0,full,MEX,False,1986,knockout,ARG
257,410,WC-1986,1986 FIFA World Cup,M-1986-50,Argentina v Belgium,semi-finals,not applicable,0,1,0,0,1986-06-25,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-03,Argentina,ARG,T-06,Belgium,BEL,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,115000,114500,Antonio Marquez Ramirez (Referee) · Romulo Mendez Molina (AR1) · Carlos Alberto Silva Valente (AR2),2,0.9956521739130435,4.0,full,MEX,False,1986,knockout,ARG
258,412,WC-1986,1986 FIFA World Cup,M-1986-52,Argentina v West Germany,final,not applicable,0,1,0,0,1986-06-29,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-03,Argentina,ARG,T-83,West Germany,DEU,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,115000,114600,Romualdo Arppi Filho (Referee) · Erik Fredriksson (AR1) · Berny Ulloa Morera (AR2),5,0.9965217391304347,4.0,full,MEX,False,1986,knockout,ARG
259,202,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,group stage,Group 2,1,0,0,0,1970-06-02,16:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-81,Uruguay,URY,T-38,Israel,ISR,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,46000,20654,Bob Davidson (Referee) · Ruedi Scheurer (AR1) · Seyoum Tarekegn (AR2),2,0.449,0.0,underload,MEX,False,1970,group,URY
260,210,WC-1970,1970 FIFA World Cup,M-1970-10,Uruguay v Italy,group stage,Group 2,1,0,0,0,1970-06-06,16:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-81,Uruguay,URY,T-39,Italy,ITA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,46000,29968,Rudolf Gloeckner (Referee) · Kurt Tschenscher (AR1) · Drago Horvat (AR2),0,0.6514782608695652,1.0,underload,MEX,False,1970,group,
261,218,WC-1970,1970 FIFA World Cup,M-1970-18,Sweden v Uruguay,group stage,Group 2,1,0,0,0,1970-06-10,16:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-72,Sweden,SWE,T-81,Uruguay,URY,1-0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,46000,18163,Henry Landauer (Referee) · John Taylor (AR1) · Andrei Radulescu (AR2),1,0.3948478260869565,0.0,underload,MEX,False,1970,group,SWE
262,373,WC-1986,1986 FIFA World Cup,M-1986-13,Italy v Argentina,group stage,Group A,1,0,0,0,1986-06-05,12:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-39,Italy,ITA,T-03,Argentina,ARG,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,46000,32000,Jan Keizer (Referee) · Antonio Marquez Ramirez (AR1) · Alan Snoddy (AR2),2,0.6956521739130435,1.0,underload,MEX,False,1986,group,
263,388,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,group stage,Group A,1,0,0,0,1986-06-10,12:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-69,South Korea,KOR,T-39,Italy,ITA,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,46000,20000,David Socha (Referee) · Joaquin Urrea (AR1) · Jamal Al Sharif (AR2),5,0.43478260869565216,0.0,underload,MEX,False,1986,group,ITA
264,400,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,round of 16,not applicable,0,1,0,0,1986-06-16,16:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-03,Argentina,ARG,T-81,Uruguay,URY,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,46000,26000,Luigi Agnolin (Referee) · George Courtney (AR1) · Carlos Alberto Silva Valente (AR2),1,0.5652173913043478,0.0,underload,MEX,False,1986,knockout,ARG
265,408,WC-1986,1986 FIFA World Cup,M-1986-48,Spain v Belgium,quarter-finals,not applicable,0,1,0,0,1986-06-22,16:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-71,Spain,ESP,T-06,Belgium,BEL,1–1,1,1,0,0,1,1,4–5,4,5,away team win,0,1,0,46000,45000,Siegfried Kirschen (Referee) · Edgardo Codesal Mendez (AR1) · Horst Brummeier (AR2),11,0.9782608695652174,2.0,underload,MEX,False,1986,knockout,BEL
266,411,WC-1986,1986 FIFA World Cup,M-1986-51,Belgium v France,third-place match,not applicable,0,1,0,0,1986-06-28,12:00,S-104,Estadio Cuauhtémoc,Puebla,Mexico,T-06,Belgium,BEL,T-28,France,FRA,2–4,2,4,-2,2,1,0,0-0,0,0,away team win,0,1,0,46000,21000,George Courtney (Referee) · Hernan Silva Arce (AR1) · Jamal Al Sharif (AR2),6,0.45652173913043476,0.0,underload,MEX,False,1986,knockout,FRA
267,203,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,group stage,Group 3,1,0,0,0,1970-06-02,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,England,ENG,T-59,Romania,ROU,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,50560,Vital Loraux (Referee) · Roger Machin (AR1) · Diego De Leo (AR2),1,0.712112676056338,3.0,underload,MEX,False,1970,group,ENG
268,207,WC-1970,1970 FIFA World Cup,M-1970-07,Brazil v Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-03,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,71000,52897,Ramon Barreto Ruiz (Referee) · Abraham Klein (AR1) · Arturo Yamasaki Maldonado (AR2),5,0.7450281690140845,3.0,underload,MEX,False,1970,group,BRA
269,211,WC-1970,1970 FIFA World Cup,M-1970-11,Romania v Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-06,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-59,Romania,ROU,T-20,Czechoslovakia,CSK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,56818,Diego De Leo (Referee) · Gyula Emsberger (AR1) · Vital Loraux (AR2),3,0.8002535211267605,3.0,underload,MEX,False,1970,group,ROU
270,215,WC-1970,1970 FIFA World Cup,M-1970-15,Brazil v England,group stage,Group 3,1,0,0,0,1970-06-07,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-27,England,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,66843,Abraham Klein (Referee) · Arturo Yamasaki Maldonado (AR1) · Roger Machin (AR2),1,0.9414507042253522,4.0,underload,MEX,False,1970,group,BRA
271,219,WC-1970,1970 FIFA World Cup,M-1970-19,Brazil v Romania,group stage,Group 3,1,0,0,0,1970-06-10,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-59,Romania,ROU,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,50804,Ferdinand Marschall (Referee) · Ramon Barreto Ruiz (AR1) · Vital Loraux (AR2),5,0.7155492957746479,3.0,underload,MEX,False,1970,group,BRA
272,223,WC-1970,1970 FIFA World Cup,M-1970-23,England v Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-11,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-27,England,ENG,T-20,Czechoslovakia,CSK,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,49292,Roger Machin (Referee) · Gyula Emsberger (AR1) · Ferdinand Marschall (AR2),1,0.6942535211267605,3.0,underload,MEX,False,1970,group,ENG
273,225,WC-1970,1970 FIFA World Cup,M-1970-25,Brazil v Peru,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-54,Peru,PER,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,71000,54233,Vital Loraux (Referee) · Ferdinand Marschall (AR1) · Gyula Emsberger (AR2),6,0.7638450704225352,3.0,underload,MEX,False,1970,knockout,BRA
274,229,WC-1970,1970 FIFA World Cup,M-1970-29,Brazil v Uruguay,semi-finals,not applicable,0,1,0,0,1970-06-17,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-81,Uruguay,URY,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,71000,51261,Jose Maria Ortiz De Mendibil (Referee) · Tofik Bakhramov (AR1) · Ferdinand Marschall (AR2),4,0.7219859154929578,3.0,underload,MEX,False,1970,knockout,BRA
275,362,WC-1986,1986 FIFA World Cup,M-1986-02,Spain v Brazil,group stage,Group D,1,0,0,0,1986-06-01,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-71,Spain,ESP,T-09,Brazil,BRA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,71000,35748,Christopher Bambridge (Referee) · David Socha (AR1) · Jan Keizer (AR2),1,0.5034929577464788,1.0,underload,MEX,False,1986,group,BRA
276,377,WC-1986,1986 FIFA World Cup,M-1986-17,Brazil v Algeria,group stage,Group D,1,0,0,0,1986-06-06,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-01,Algeria,DZA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,71000,48000,Romulo Mendez Molina (Referee) · Jose Luis Martinez Bazan (AR1) · Joel Quiniou (AR2),1,0.676056338028169,3.0,underload,MEX,False,1986,group,BRA
277,394,WC-1986,1986 FIFA World Cup,M-1986-34,Northern Ireland v Brazil,group stage,Group D,1,0,0,0,1986-06-12,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-50,Northern Ireland,NIR,T-09,Brazil,BRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,71000,51000,Siegfried Kirschen (Referee) · Idrissa Traore (AR1) · George Courtney (AR2),3,0.7183098591549296,3.0,underload,MEX,False,1986,group,BRA
278,399,WC-1986,1986 FIFA World Cup,M-1986-39,Brazil v Poland,round of 16,not applicable,0,1,0,0,1986-06-16,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-55,Poland,POL,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,71000,45000,Volker Roth (Referee) · Antonio Marquez Ramirez (AR1) · Alan Snoddy (AR2),4,0.6338028169014085,2.0,underload,MEX,False,1986,knockout,BRA
279,405,WC-1986,1986 FIFA World Cup,M-1986-45,Brazil v France,quarter-finals,not applicable,0,1,0,0,1986-06-21,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-28,France,FRA,1–1,1,1,0,0,1,1,3–4,3,4,away team win,0,1,0,71000,65000,Ioan Igna (Referee) · Lajos Nemeth (AR1) · Vojtech Christov (AR2),9,0.9154929577464789,4.0,underload,MEX,False,1986,knockout,FRA
280,409,WC-1986,1986 FIFA World Cup,M-1986-49,France v West Germany,semi-finals,not applicable,0,1,0,0,1986-06-25,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-28,France,FRA,T-83,West Germany,DEU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,71000,45000,Luigi Agnolin (Referee) · Zoran Petrovic (AR1) · Lajos Nemeth (AR2),2,0.6338028169014085,2.0,underload,MEX,False,1986,knockout,DEU
281,204,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,group stage,Group 4,1,0,0,0,1970-06-02,16:00,S-098,Estadio Nou Camp,León,Mexico,T-54,Peru,PER,T-10,Bulgaria,BGR,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,31000,13765,Antonio Sbardella (Referee) · Abel Aguilar Elizalde (AR1) · Yoshiyuki Maruyama (AR2),5,0.4440322580645161,0.0,underload,MEX,False,1970,group,PER
282,208,WC-1970,1970 FIFA World Cup,M-1970-08,West Germany v Morocco,group stage,Group 4,1,0,0,0,1970-06-03,16:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-45,Morocco,MAR,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,31000,12942,Laurens Van Ravens (Referee) · Jose Maria Ortiz De Mendibil (AR1) · Guillermo Velasquez (AR2),3,0.4174838709677419,0.0,underload,MEX,False,1970,group,DEU
283,212,WC-1970,1970 FIFA World Cup,M-1970-12,Peru v Morocco,group stage,Group 4,1,0,0,0,1970-06-06,16:00,S-098,Estadio Nou Camp,León,Mexico,T-54,Peru,PER,T-45,Morocco,MAR,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,31000,13537,Tofik Bakhramov (Referee) · Yoshiyuki Maruyama (AR1) · Antonio Sbardella (AR2),3,0.4366774193548387,0.0,underload,MEX,False,1970,group,PER
284,216,WC-1970,1970 FIFA World Cup,M-1970-16,West Germany v Bulgaria,group stage,Group 4,1,0,0,0,1970-06-07,12:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-10,Bulgaria,BGR,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,31000,12710,Jose Maria Ortiz De Mendibil (Referee) · Guillermo Velasquez (AR1) · Antonio Saldanha Ribeiro (AR2),7,0.41,0.0,underload,MEX,False,1970,group,DEU
285,220,WC-1970,1970 FIFA World Cup,M-1970-20,West Germany v Peru,group stage,Group 4,1,0,0,0,1970-06-10,16:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-54,Peru,PER,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,31000,17875,Abel Aguilar Elizalde (Referee) · Jose Maria Ortiz De Mendibil (AR1) · Antonio Sbardella (AR2),4,0.5766129032258065,0.0,underload,MEX,False,1970,group,DEU
286,224,WC-1970,1970 FIFA World Cup,M-1970-24,Bulgaria v Morocco,group stage,Group 4,1,0,0,0,1970-06-11,16:00,S-098,Estadio Nou Camp,León,Mexico,T-10,Bulgaria,BGR,T-45,Morocco,MAR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,31000,12299,Antonio Saldanha Ribeiro (Referee) · Tofik Bakhramov (AR1) · Laurens Van Ravens (AR2),2,0.396741935483871,0.0,underload,MEX,False,1970,group,
287,228,WC-1970,1970 FIFA World Cup,M-1970-28,West Germany v England,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-27,England,ENG,3–2,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,31000,23357,Norberto Angel Coerezza (Referee) · Guillermo Velasquez (AR1) · Jose Maria Ortiz De Mendibil (AR2),5,0.7534516129032258,0.0,underload,MEX,False,1970,knockout,DEU
288,363,WC-1986,1986 FIFA World Cup,M-1986-03,Canada v France,group stage,Group C,1,0,0,0,1986-06-01,16:00,S-098,Estadio Nou Camp,León,Mexico,T-12,Canada,CAN,T-28,France,FRA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,31000,65500,Hernan Silva Arce (Referee) · Romulo Mendez Molina (AR1) · Berny Ulloa Morera (AR2),1,2.1129032258064515,4.0,overload,MEX,False,1986,group,FRA
289,374,WC-1986,1986 FIFA World Cup,M-1986-14,France v Soviet Union,group stage,Group C,1,0,0,0,1986-06-05,12:00,S-098,Estadio Nou Camp,León,Mexico,T-28,France,FRA,T-70,Soviet Union,SUN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,31000,36540,Romualdo Arppi Filho (Referee) · Victoriano Sanchez Arminio (AR1) · Shizuo Takada (AR2),2,1.1787096774193548,1.0,overload,MEX,False,1986,group,
290,385,WC-1986,1986 FIFA World Cup,M-1986-25,Hungary v France,group stage,Group C,1,0,0,0,1986-06-09,12:00,S-098,Estadio Nou Camp,León,Mexico,T-34,Hungary,HUN,T-28,France,FRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,31000,31420,Carlos Alberto Silva Valente (Referee) · Alexis Ponnet (AR1) · Andre Daina (AR2),3,1.013548387096774,1.0,overload,MEX,False,1986,group,FRA
291,398,WC-1986,1986 FIFA World Cup,M-1986-38,Soviet Union v Belgium,round of 16,not applicable,0,1,0,0,1986-06-15,16:00,S-098,Estadio Nou Camp,León,Mexico,T-70,Soviet Union,SUN,T-06,Belgium,BEL,3–4,3,4,-1,1,1,0,0-0,0,0,away team win,0,1,0,31000,32277,Erik Fredriksson (Referee) · Victoriano Sanchez Arminio (AR1) · David Socha (AR2),7,1.0411935483870969,1.0,overload,MEX,False,1986,knockout,BEL
292,206,WC-1970,1970 FIFA World Cup,M-1970-06,Italy v Sweden,group stage,Group 2,1,0,0,0,1970-06-03,16:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-72,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,33000,13433,John Taylor (Referee) · Ruedi Scheurer (AR1) · Aly Hussein Kandil (AR2),1,0.40706060606060607,0.0,underload,MEX,False,1970,group,ITA
293,214,WC-1970,1970 FIFA World Cup,M-1970-14,Sweden v Israel,group stage,Group 2,1,0,0,0,1970-06-07,12:00,S-106,La Bombonera,Toluca,Mexico,T-72,Sweden,SWE,T-38,Israel,ISR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,33000,9624,Seyoum Tarekegn (Referee) · Andrei Radulescu (AR1) · Drago Horvat (AR2),2,0.29163636363636364,0.0,underload,MEX,False,1970,group,
294,222,WC-1970,1970 FIFA World Cup,M-1970-22,Italy v Israel,group stage,Group 2,1,0,0,0,1970-06-11,16:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-38,Israel,ISR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,33000,9890,Ayrton Vieira De Moraes (Referee) · Seyoum Tarekegn (AR1) · Kurt Tschenscher (AR2),0,0.2996969696969697,0.0,underload,MEX,False,1970,group,
295,226,WC-1970,1970 FIFA World Cup,M-1970-26,Italy v Mexico,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-44,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,33000,26851,Ruedi Scheurer (Referee) · Keith Dunstan (AR1) · Henry Landauer (AR2),5,0.8136666666666666,0.0,underload,MEX,True,1970,knockout,ITA
296,370,WC-1986,1986 FIFA World Cup,M-1986-10,Paraguay v Iraq,group stage,Group B,1,0,0,0,1986-06-04,12:00,S-106,La Bombonera,Toluca,Mexico,T-53,Paraguay,PRY,T-37,Iraq,IRQ,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,33000,24000,Edwin Picon-Ackong (Referee) · Berny Ulloa Morera (AR1) · David Socha (AR2),1,0.7272727272727273,0.0,underload,MEX,False,1986,group,PRY
297,382,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,group stage,Group B,1,0,0,0,1986-06-08,12:00,S-106,La Bombonera,Toluca,Mexico,T-37,Iraq,IRQ,T-06,Belgium,BEL,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,33000,20000,Jesus Diaz Palacio (Referee) · Vojtech Christov (AR1) · Victoriano Sanchez Arminio (AR2),3,0.6060606060606061,0.0,underload,MEX,False,1986,group,BEL
298,390,WC-1986,1986 FIFA World Cup,M-1986-30,Paraguay v Belgium,group stage,Group B,1,0,0,0,1986-06-11,12:00,S-106,La Bombonera,Toluca,Mexico,T-53,Paraguay,PRY,T-06,Belgium,BEL,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,33000,16000,Bogdan Dotchev (Referee) · Ali Bennaceur (AR1) · Hernan Silva Arce (AR2),4,0.48484848484848486,0.0,underload,MEX,False,1986,group,
299,233,WC-1974,1974 FIFA World Cup,M-1974-01,Brazil v Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-13,17:00,S-057,Waldstadion,Frankfurt,Germany,T-09,Brazil,BRA,T-84,Yugoslavia,YUG,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,62000,62000,Ruedi Scheurer (Referee) · Vital Loraux (AR1) · Luis Pestarino (AR2),0,1.0,3.0,full,DEU,False,1974,group,
300,243,WC-1974,1974 FIFA World Cup,M-1974-11,Scotland v Brazil,group stage,Group 2,1,0,0,0,1974-06-18,19:30,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,62000,62000,Arie Van Gemert (Referee) · Karoly Palotai (AR1) · Erich Linemayr (AR2),0,1.0,3.0,full,DEU,False,1974,group,
301,250,WC-1974,1974 FIFA World Cup,M-1974-18,Scotland v Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-84,Yugoslavia,YUG,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,62000,56000,Alfonso Gonzalez Archundia (Referee) · Rudolf Gloeckner (AR1) · Kurt Tschenscher (AR2),2,0.9032258064516129,3.0,underload,DEU,False,1974,group,
302,263,WC-1974,1974 FIFA World Cup,M-1974-31,Poland v Yugoslavia,second group stage,Group B,1,0,0,0,1974-06-30,16:00,S-057,Waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-84,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,62000,58000,Rudolf Gloeckner (Referee) · Armando Marques (AR1) · Werner Winsemann (AR2),3,0.9354838709677419,3.0,underload,DEU,False,1974,group,POL
303,265,WC-1974,1974 FIFA World Cup,M-1974-33,Poland v West Germany,second group stage,Group B,1,0,0,0,1974-07-03,16:30,S-057,Waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-83,West Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,62000,62000,Erich Linemayr (Referee) · Karoly Palotai (AR1) · Ruedi Scheurer (AR2),1,1.0,3.0,full,DEU,True,1974,group,DEU
304,647,WC-2006,2006 FIFA World Cup,M-2006-03,England v Paraguay,group stage,Group B,1,0,0,0,2006-06-10,15:00,S-057,Waldstadion,Frankfurt,Germany,T-27,England,ENG,T-53,Paraguay,PRY,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,62000,48000,,1,0.7741935483870968,3.0,underload,DEU,False,2006,group,ENG
305,656,WC-2006,2006 FIFA World Cup,M-2006-12,South Korea v Togo,group stage,Group G,1,0,0,0,2006-06-13,15:00,S-057,Waldstadion,Frankfurt,Germany,T-69,South Korea,KOR,T-74,Togo,TGO,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,62000,48000,,3,0.7741935483870968,3.0,underload,DEU,False,2006,group,KOR
306,668,WC-2006,2006 FIFA World Cup,M-2006-24,Portugal v Iran,group stage,Group D,1,0,0,0,2006-06-17,15:00,S-057,Waldstadion,Frankfurt,Germany,T-56,Portugal,PRT,T-36,Iran,IRN,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,62000,48000,,2,0.7741935483870968,3.0,underload,DEU,False,2006,group,PRT
307,684,WC-2006,2006 FIFA World Cup,M-2006-40,Netherlands v Argentina,group stage,Group C,1,0,0,0,2006-06-21,21:00,S-057,Waldstadion,Frankfurt,Germany,T-46,Netherlands,NLD,T-03,Argentina,ARG,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,62000,48000,,0,0.7741935483870968,3.0,underload,DEU,False,2006,group,
308,704,WC-2006,2006 FIFA World Cup,M-2006-60,Brazil v France,quarter-finals,not applicable,0,1,0,0,2006-07-01,21:00,S-057,Waldstadion,Frankfurt,Germany,T-09,Brazil,BRA,T-28,France,FRA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,62000,48000,,1,0.7741935483870968,3.0,underload,DEU,False,2006,knockout,FRA
309,234,WC-1974,1974 FIFA World Cup,M-1974-02,West Germany v Chile,group stage,Group 1,1,0,0,0,1974-06-14,16:00,S-053,Olympiastadion,Berlin,Germany,T-83,West Germany,DEU,T-13,Chile,CHL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,86000,81100,Dogan Babacan (Referee) · John Taylor (AR1) · Werner Winsemann (AR2),1,0.9430232558139535,4.0,underload,DEU,True,1974,group,DEU
310,242,WC-1974,1974 FIFA World Cup,M-1974-10,Chile v East Germany,group stage,Group 1,1,0,0,0,1974-06-18,19:00,S-053,Olympiastadion,Berlin,Germany,T-13,Chile,CHL,T-23,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,86000,28300,Aurelio Angonese (Referee) · Ruedi Scheurer (AR1) · Bob Davidson (AR2),2,0.32906976744186045,1.0,underload,DEU,False,1974,group,
311,249,WC-1974,1974 FIFA World Cup,M-1974-17,Australia v Chile,group stage,Group 1,1,0,0,0,1974-06-22,16:00,S-053,Olympiastadion,Berlin,Germany,T-04,Australia,AUS,T-13,Chile,CHL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,86000,17400,Jafar Namdar (Referee) · Vital Loraux (AR1) · Arie Van Gemert (AR2),0,0.20232558139534884,0.0,underload,DEU,False,1974,group,
312,658,WC-2006,2006 FIFA World Cup,M-2006-14,Brazil v Croatia,group stage,Group F,1,0,0,0,2006-06-13,21:00,S-053,Olympiastadion,Berlin,Germany,T-09,Brazil,BRA,T-17,Croatia,HRV,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,86000,72000,,1,0.8372093023255814,4.0,underload,DEU,False,2006,group,BRA
313,664,WC-2006,2006 FIFA World Cup,M-2006-20,Sweden v Paraguay,group stage,Group B,1,0,0,0,2006-06-15,21:00,S-053,Olympiastadion,Berlin,Germany,T-72,Sweden,SWE,T-53,Paraguay,PRY,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,86000,72000,,1,0.8372093023255814,4.0,underload,DEU,False,2006,group,SWE
