,key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,stadium_capacity,Attendance,officials,total_goals_in_match,used_capacity_ratio,attendance_category,relative_attendance_category,host_country_code,match_for_host,tournament_year,short_stage_name,winner_code
0,1,WC-1930,1930 FIFA World Cup,M-1930-01,France v Mexico,group stage,Group 1,1,0,0,0,1930-07-13,15:00,S-193,Estadio Pocitos,Montevideo,Uruguay,T-28,France,FRA,T-44,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,10000,4444,Domingo Lombardi (Referee) · Henry Cristophe (AR1) · Gilberto Rego (AR2),5,0.4444,0.0,underload,URY,False,1930,group,FRA
1,4,WC-1930,1930 FIFA World Cup,M-1930-04,Romania v Peru,group stage,Group 3,1,0,0,0,1930-07-14,14:50,S-193,Estadio Pocitos,Montevideo,Uruguay,T-59,Romania,ROU,T-54,Peru,PER,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,10000,2549,Alberto Warnken (Referee) · Jean Langenus (AR1) · Francisco Mateucci (AR2),4,0.2549,0.0,underload,URY,False,1930,group,ROU
2,2,WC-1930,1930 FIFA World Cup,M-1930-02,United States v Belgium,group stage,Group 4,1,0,0,0,1930-07-13,15:00,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-80,United States,USA,T-06,Belgium,BEL,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,18346,Jose Macias (Referee) · Francisco Mateucci (AR1) · Alberto Warnken (AR2),3,0.9173,0.0,underload,URY,False,1930,group,USA
3,3,WC-1930,1930 FIFA World Cup,M-1930-03,Yugoslavia v Brazil,group stage,Group 2,1,0,0,0,1930-07-14,12:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-84,Yugoslavia,YUG,T-09,Brazil,BRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,20000,24059,Anibal Tejada (Referee) · Ricardo Vallarino (AR1) · Thomas Balway (AR2),3,1.20295,0.0,overload,URY,False,1930,group,YUG
4,5,WC-1930,1930 FIFA World Cup,M-1930-05,Argentina v France,group stage,Group 1,1,0,0,0,1930-07-15,16:00,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-03,Argentina,ARG,T-28,France,FRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,20000,23409,Gilberto Rego (Referee) · Ulises Saucedo (AR1) · Constantin Radulescu (AR2),1,1.17045,0.0,overload,URY,False,1930,group,ARG
5,6,WC-1930,1930 FIFA World Cup,M-1930-06,Chile v Mexico,group stage,Group 1,1,0,0,0,1930-07-16,14:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-13,Chile,CHL,T-44,Mexico,MEX,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,9249,Henry Cristophe (Referee) · Martin Aphesteguy (AR1) · Jean Langenus (AR2),3,0.46245,0.0,underload,URY,False,1930,group,CHL
6,7,WC-1930,1930 FIFA World Cup,M-1930-07,Yugoslavia v Bolivia,group stage,Group 2,1,0,0,0,1930-07-17,12:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-84,Yugoslavia,YUG,T-07,Bolivia,BOL,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,20000,18306,Francisco Mateucci (Referee) · Domingo Lombardi (AR1) · Alberto Warnken (AR2),4,0.9153,0.0,underload,URY,False,1930,group,YUG
7,8,WC-1930,1930 FIFA World Cup,M-1930-08,United States v Paraguay,group stage,Group 4,1,0,0,0,1930-07-17,14:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-80,United States,USA,T-53,Paraguay,PRY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,18306,Jose Macias (Referee) · Martin Aphesteguy (AR1) · Anibal Tejada (AR2),3,0.9153,0.0,underload,URY,False,1930,group,USA
8,9,WC-1930,1930 FIFA World Cup,M-1930-09,Uruguay v Peru,group stage,Group 3,1,0,0,0,1930-07-18,14:30,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-54,Peru,PER,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,90000,57735,Jean Langenus (Referee) · Thomas Balway (AR1) · Henry Cristophe (AR2),1,0.6415,3.0,underload,URY,True,1930,group,URY
9,10,WC-1930,1930 FIFA World Cup,M-1930-10,Chile v France,group stage,Group 1,1,0,0,0,1930-07-19,12:50,S-191,Estadio Centenario,Montevideo,Uruguay,T-13,Chile,CHL,T-28,France,FRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,90000,2000,Anibal Tejada (Referee) · Domingo Lombardi (AR1) · Gilberto Rego (AR2),1,0.022222222222222223,0.0,underload,URY,False,1930,group,CHL
10,11,WC-1930,1930 FIFA World Cup,M-1930-11,Argentina v Mexico,group stage,Group 1,1,0,0,0,1930-07-19,15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-44,Mexico,MEX,6–3,6,3,3,-3,0,0,0-0,0,0,home team win,1,0,0,90000,42100,Ulises Saucedo (Referee) · Gualberto Alonso (AR1) · Constantin Radulescu (AR2),9,0.4677777777777778,2.0,underload,URY,False,1930,group,ARG
11,12,WC-1930,1930 FIFA World Cup,M-1930-12,Brazil v Bolivia,group stage,Group 2,1,0,0,0,1930-07-20,13:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-09,Brazil,BRA,T-07,Bolivia,BOL,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,90000,25466,Thomas Balway (Referee) · Francisco Mateucci (AR1) · Gaspar Vallejo (AR2),4,0.28295555555555557,0.0,underload,URY,False,1930,group,BRA
12,13,WC-1930,1930 FIFA World Cup,M-1930-13,Paraguay v Belgium,group stage,Group 4,1,0,0,0,1930-07-20,15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-53,Paraguay,PRY,T-06,Belgium,BEL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,90000,12000,Ricardo Vallarino (Referee) · Jose Macias (AR1) · Domingo Lombardi (AR2),1,0.13333333333333333,0.0,underload,URY,False,1930,group,PRY
13,14,WC-1930,1930 FIFA World Cup,M-1930-14,Uruguay v Romania,group stage,Group 3,1,0,0,0,1930-07-21,14:50,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-59,Romania,ROU,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,90000,70022,Gilberto Rego (Referee) · Alberto Warnken (AR1) · Ulises Saucedo (AR2),4,0.7780222222222222,4.0,underload,URY,True,1930,group,URY
14,15,WC-1930,1930 FIFA World Cup,M-1930-15,Argentina v Chile,group stage,Group 1,1,0,0,0,1930-07-22,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-13,Chile,CHL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,90000,41459,Jean Langenus (Referee) · Henry Cristophe (AR1) · Ulises Saucedo (AR2),4,0.46065555555555554,2.0,underload,URY,False,1930,group,ARG
15,16,WC-1930,1930 FIFA World Cup,M-1930-16,Argentina v United States,semi-finals,not applicable,0,1,0,0,1930-07-26,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-80,United States,USA,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,90000,72886,Jean Langenus (Referee) · Gaspar Vallejo (AR1) · Alberto Warnken (AR2),7,0.8098444444444445,4.0,underload,URY,False,1930,knockout,ARG
16,17,WC-1930,1930 FIFA World Cup,M-1930-17,Uruguay v Yugoslavia,semi-finals,not applicable,0,1,0,0,1930-07-27,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-84,Yugoslavia,YUG,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,90000,79867,Gilberto Rego (Referee) · Ulises Saucedo (AR1) · Thomas Balway (AR2),7,0.8874111111111112,4.0,underload,URY,True,1930,knockout,URY
17,18,WC-1930,1930 FIFA World Cup,M-1930-18,Uruguay v Argentina,final,not applicable,0,1,0,0,1930-07-30,14:15,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-03,Argentina,ARG,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,90000,68346,Jean Langenus (Referee) · Ulises Saucedo (AR1) · Henry Cristophe (AR2),6,0.7594,4.0,underload,URY,True,1930,knockout,URY
18,19,WC-1934,1934 FIFA World Cup,M-1934-01,Austria v France,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-081,Stadio Benito Mussolini,Turin,Italy,T-05,Austria,AUT,T-28,France,FRA,3–2,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,28000,16000,Johannes Van Moorsel (Referee) · Camillo Caironi (AR1) · Louis Baert (AR2),5,0.5714285714285714,0.0,underload,ITA,False,1934,knockout,AUT
19,28,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-081,Stadio Benito Mussolini,Turin,Italy,T-20,Czechoslovakia,CSK,T-73,Switzerland,CHE,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,28000,12000,Alois Beranek (Referee) · Youssuf Mohamed (AR1) · Jacques Baert (AR2),5,0.42857142857142855,0.0,underload,ITA,False,1934,knockout,CSK
20,20,WC-1934,1934 FIFA World Cup,M-1934-02,Czechoslovakia v Romania,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-080,Stadio Littorio,Trieste,Italy,T-20,Czechoslovakia,CSK,T-59,Romania,ROU,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,8000,9000,Jean Langenus (Referee) · Giuseppe Scarpi (AR1) · Raffaele Scorzoni (AR2),3,1.125,0.0,overload,ITA,False,1934,knockout,CSK
21,21,WC-1934,1934 FIFA World Cup,M-1934-03,Germany v Belgium,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-072,Stadio Giovanni Berta,Florence,Italy,T-29,Germany,DEU,T-06,Belgium,BEL,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,47000,8000,Francesco Mattea (Referee) · Ermenegildo Melandri (AR1) · Jacques Baert (AR2),7,0.1702127659574468,0.0,underload,ITA,False,1934,knockout,DEU
22,30,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,quarter-finals,not applicable,0,1,1,0,1934-05-31,16:30,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,1–1,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,47000,35000,Louis Baert (Referee) · Bohumil Zenisek (AR1) · Mihaly Ivancsics (AR2),2,0.7446808510638298,1.0,underload,ITA,True,1934,knockout,
23,31,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,quarter-finals,not applicable,0,1,0,1,1934-06-01,16:30,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,47000,43000,Rene Mercet (Referee) · Mihaly Ivancsics (AR1) · Bohumil Zenisek (AR2),1,0.9148936170212766,2.0,underload,ITA,True,1934,knockout,ITA
24,22,WC-1934,1934 FIFA World Cup,M-1934-04,Hungary v Egypt,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-34,Hungary,HUN,T-25,Egypt,EGY,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,40000,9000,Rinaldo Barlassina (Referee) · Generoso Dattilo (AR1) · Otello Sassi (AR2),6,0.225,0.0,underload,ITA,False,1934,knockout,HUN
25,34,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,third-place match,not applicable,0,1,0,0,1934-06-07,18:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-29,Germany,DEU,T-05,Austria,AUT,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,40000,7000,Albino Carraro (Referee) · Camillo Caironi (AR1) · Pedro Escartin (AR2),5,0.175,0.0,underload,ITA,False,1934,knockout,DEU
26,23,WC-1934,1934 FIFA World Cup,M-1934-05,Italy v United States,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-80,United States,USA,7–1,7,1,6,-6,0,0,0-0,0,0,home team win,1,0,0,47000,25000,Rene Mercet (Referee) · Pedro Escartin (AR1) · Bohumil Zenisek (AR2),8,0.5319148936170213,0.0,underload,ITA,True,1934,knockout,ITA
27,32,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-078,Stadio Nazionale PNF,Rome,Italy,T-20,Czechoslovakia,CSK,T-29,Germany,DEU,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,47000,15000,Rinaldo Barlassina (Referee) · Alois Beranek (AR1) · Pedro Escartin (AR2),4,0.3191489361702128,0.0,underload,ITA,False,1934,knockout,CSK
28,35,WC-1934,1934 FIFA World Cup,M-1934-17,Italy v Czechoslovakia,final,not applicable,0,1,0,0,1934-06-10,17:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-20,Czechoslovakia,CSK,2–1,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,47000,55000,Ivan Eklind (Referee) · Louis Baert (AR1) · Mihaly Ivancsics (AR2),3,1.1702127659574468,3.0,overload,ITA,True,1934,knockout,ITA
29,24,WC-1934,1934 FIFA World Cup,M-1934-06,Spain v Brazil,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-71,Spain,ESP,T-09,Brazil,BRA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,37000,21000,Alfred Birlem (Referee) · Ettore Carminati (AR1) · Mihaly Ivancsics (AR2),4,0.5675675675675675,0.0,underload,ITA,False,1934,knockout,ESP
30,420,WC-1990,1990 FIFA World Cup,M-1990-08,Costa Rica v Scotland,group stage,Group C,1,0,0,0,1990-06-11,17:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-16,Costa Rica,CRI,T-62,Scotland,SCO,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,37000,30867,Juan Loustau (Referee) · Carlos Maciel (AR1) · Elias V. Jacome Guerrero (AR2),1,0.8342432432432433,1.0,underload,ITA,False,1990,group,CRI
31,432,WC-1990,1990 FIFA World Cup,M-1990-20,Sweden v Scotland,group stage,Group C,1,0,0,0,1990-06-16,21:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-72,Sweden,SWE,T-62,Scotland,SCO,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,37000,31823,Carlos Maciel (Referee) · Vincent Mauro (AR1) · Michal Listkiewicz (AR2),3,0.8600810810810811,1.0,underload,ITA,False,1990,group,SCO
32,444,WC-1990,1990 FIFA World Cup,M-1990-32,Sweden v Costa Rica,group stage,Group C,1,0,0,0,1990-06-20,21:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-72,Sweden,SWE,T-16,Costa Rica,CRI,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,37000,30223,Zoran Petrovic (Referee) · Alan Snoddy (AR1) · George Courtney (AR2),3,0.8168378378378378,1.0,underload,ITA,False,1990,group,CRI
33,453,WC-1990,1990 FIFA World Cup,M-1990-41,Republic of Ireland v Romania,round of 16,not applicable,0,1,0,0,1990-06-25,17:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-58,Republic of Ireland,IRL,T-59,Romania,ROU,0–0,0,0,0,0,1,1,5–4,5,4,home team win,1,0,0,37000,31818,Jose Ramiz Wright (Referee) · Carlos Maciel (AR1) · Jassim Mandi (AR2),9,0.859945945945946,1.0,underload,ITA,False,1990,knockout,IRL
34,25,WC-1934,1934 FIFA World Cup,M-1934-07,Sweden v Argentina,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-72,Sweden,SWE,T-03,Argentina,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,50000,14000,Eugen Braun (Referee) · Albino Carraro (AR1) · Giuseppe Turbiani (AR2),5,0.28,0.0,underload,ITA,False,1934,knockout,SWE
35,27,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-05,Austria,AUT,T-34,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,50000,23000,Francesco Mattea (Referee) · Pedro Escartin (AR1) · Alfred Birlem (AR2),3,0.46,0.0,underload,ITA,False,1934,knockout,AUT
36,415,WC-1990,1990 FIFA World Cup,M-1990-03,United Arab Emirates v Colombia,group stage,Group D,1,0,0,0,1990-06-09,17:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-79,United Arab Emirates,ARE,T-15,Colombia,COL,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,50000,30791,George Courtney (Referee) · Shizuo Takada (AR1) · Alan Snoddy (AR2),2,0.61582,1.0,underload,ITA,False,1990,group,COL
37,427,WC-1990,1990 FIFA World Cup,M-1990-15,Yugoslavia v Colombia,group stage,Group D,1,0,0,0,1990-06-14,17:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-84,Yugoslavia,YUG,T-15,Colombia,COL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,50000,32257,Luigi Agnolin (Referee) · Neji Jouini (AR1) · Jean Fidele Diramba (AR2),1,0.64514,1.0,underload,ITA,False,1990,group,YUG
38,440,WC-1990,1990 FIFA World Cup,M-1990-28,Yugoslavia v United Arab Emirates,group stage,Group D,1,0,0,0,1990-06-19,17:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-84,Yugoslavia,YUG,T-79,United Arab Emirates,ARE,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,50000,27833,Shizuo Takada (Referee) · Peter Mikkelsen (AR1) · Michel Vautrot (AR2),5,0.55666,0.0,underload,ITA,False,1990,group,YUG
39,456,WC-1990,1990 FIFA World Cup,M-1990-44,England v Belgium,round of 16,not applicable,0,1,0,0,1990-06-26,21:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-27,England,ENG,T-06,Belgium,BEL,1–0,1,0,1,-1,1,0,0-0,0,0,home team win,1,0,0,50000,34520,Peter Mikkelsen (Referee) · Helmut Kohl (AR1) · Shizuo Takada (AR2),1,0.6904,1.0,underload,ITA,False,1990,knockout,ENG
40,26,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-074,San Siro,Milan,Italy,T-73,Switzerland,CHE,T-46,Netherlands,NLD,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,33000,Ivan Eklind (Referee) · Alois Beranek (AR1) · Ferruccio Bonivento (AR2),5,0.44,1.0,underload,ITA,False,1934,knockout,CHE
41,29,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-074,San Siro,Milan,Italy,T-29,Germany,DEU,T-72,Sweden,SWE,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,3000,Rinaldo Barlassina (Referee) · Rene Mercet (AR1) · Johannes Van Moorsel (AR2),3,0.04,0.0,underload,ITA,False,1934,knockout,DEU
42,33,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-074,San Siro,Milan,Italy,T-39,Italy,ITA,T-05,Austria,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,35000,Ivan Eklind (Referee) · Louis Baert (AR1) · Bohumil Zenisek (AR2),1,0.4666666666666667,1.0,underload,ITA,True,1934,knockout,ITA
43,413,WC-1990,1990 FIFA World Cup,M-1990-01,Argentina v Cameroon,group stage,Group B,1,0,0,0,1990-06-08,18:00,S-074,San Siro,Milan,Italy,T-03,Argentina,ARG,T-11,Cameroon,CMR,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,75000,73780,Michel Vautrot (Referee) · Vincent Mauro (AR1) · Michal Listkiewicz (AR2),1,0.9837333333333333,4.0,underload,ITA,False,1990,group,CMR
44,419,WC-1990,1990 FIFA World Cup,M-1990-07,West Germany v Yugoslavia,group stage,Group D,1,0,0,0,1990-06-10,21:00,S-074,San Siro,Milan,Italy,T-83,West Germany,DEU,T-84,Yugoslavia,YUG,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,75000,74765,Peter Mikkelsen (Referee) · Jassim Mandi (AR1) · Michal Listkiewicz (AR2),5,0.9968666666666667,4.0,full,ITA,False,1990,group,DEU
45,430,WC-1990,1990 FIFA World Cup,M-1990-18,West Germany v United Arab Emirates,group stage,Group D,1,0,0,0,1990-06-15,21:00,S-074,San Siro,Milan,Italy,T-83,West Germany,DEU,T-79,United Arab Emirates,ARE,5–1,5,1,4,-4,0,0,0-0,0,0,home team win,1,0,0,75000,71169,Alexey Spirin (Referee) · Shizuo Takada (AR1) · Pierluigi Pairetto (AR2),6,0.94892,4.0,underload,ITA,False,1990,group,DEU
46,439,WC-1990,1990 FIFA World Cup,M-1990-27,West Germany v Colombia,group stage,Group D,1,0,0,0,1990-06-19,17:00,S-074,San Siro,Milan,Italy,T-83,West Germany,DEU,T-15,Colombia,COL,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,75000,72510,Alan Snoddy (Referee) · Jassim Mandi (AR1) · Tullio Lanese (AR2),2,0.9668,4.0,underload,ITA,False,1990,group,
47,452,WC-1990,1990 FIFA World Cup,M-1990-40,West Germany v Netherlands,round of 16,not applicable,0,1,0,0,1990-06-24,21:00,S-074,San Siro,Milan,Italy,T-83,West Germany,DEU,T-46,Netherlands,NLD,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,74559,Juan Loustau (Referee) · Elias V. Jacome Guerrero (AR1) · Vincent Mauro (AR2),3,0.99412,4.0,full,ITA,False,1990,knockout,DEU
48,459,WC-1990,1990 FIFA World Cup,M-1990-47,Czechoslovakia v West Germany,quarter-finals,not applicable,0,1,0,0,1990-07-01,17:00,S-074,San Siro,Milan,Italy,T-20,Czechoslovakia,CSK,T-83,West Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,75000,73347,Helmut Kohl (Referee) · Peter Mikkelsen (AR1) · Michal Listkiewicz (AR2),1,0.97796,4.0,underload,ITA,False,1990,knockout,DEU
49,36,WC-1938,1938 FIFA World Cup,M-1938-01,Switzerland v Germany,round of 16,not applicable,0,1,1,0,1938-06-04,17:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,1–1,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,49000,27152,Jean Langenus (Referee) · Paul Marenco (AR1) · Johannes Van Moorsel (AR2),2,0.5541224489795918,0.0,underload,FRA,False,1938,knockout,
50,44,WC-1938,1938 FIFA World Cup,M-1938-09,Switzerland v Germany,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,49000,20025,Ivan Eklind (Referee) · Louis Baert (AR1) · Johannes Van Moorsel (AR2),6,0.4086734693877551,0.0,underload,FRA,False,1938,knockout,CHE
51,50,WC-1938,1938 FIFA World Cup,M-1938-15,Hungary v Sweden,semi-finals,not applicable,0,1,0,0,1938-06-16,18:00,S-045,Parc des Princes,Paris,France,T-34,Hungary,HUN,T-72,Sweden,SWE,5–1,5,1,4,-4,0,0,0-0,0,0,home team win,1,0,0,49000,20000,Lucien Leclercq (Referee) · Johannes Van Moorsel (AR1) · Giuseppe Scarpi (AR2),6,0.40816326530612246,0.0,underload,FRA,False,1938,knockout,HUN
52,532,WC-1998,1998 FIFA World Cup,M-1998-16,Germany v United States,group stage,Group F,1,0,0,0,1998-06-15,21:00,S-045,Parc des Princes,Paris,France,T-29,Germany,DEU,T-80,United States,USA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,49000,49000,,2,1.0,3.0,full,FRA,False,1998,group,DEU
53,539,WC-1998,1998 FIFA World Cup,M-1998-23,Nigeria v Bulgaria,group stage,Group D,1,0,0,0,1998-06-19,17:30,S-045,Parc des Princes,Paris,France,T-48,Nigeria,NGA,T-10,Bulgaria,BGR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,49000,48000,,1,0.9795918367346939,3.0,underload,FRA,False,1998,group,NGA
54,545,WC-1998,1998 FIFA World Cup,M-1998-29,Argentina v Jamaica,group stage,Group H,1,0,0,0,1998-06-21,17:30,S-045,Parc des Princes,Paris,France,T-03,Argentina,ARG,T-41,Jamaica,JAM,5–0,5,0,5,-5,0,0,0-0,0,0,home team win,1,0,0,49000,45500,,5,0.9285714285714286,3.0,underload,FRA,False,1998,group,ARG
55,557,WC-1998,1998 FIFA World Cup,M-1998-41,Belgium v South Korea,group stage,Group E,1,0,0,0,1998-06-25,16:00,S-045,Parc des Princes,Paris,France,T-06,Belgium,BEL,T-69,South Korea,KOR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,49000,45500,,2,0.9285714285714286,3.0,underload,FRA,False,1998,group,
56,566,WC-1998,1998 FIFA World Cup,M-1998-50,Brazil v Chile,round of 16,not applicable,0,1,0,0,1998-06-27,21:00,S-045,Parc des Princes,Paris,France,T-09,Brazil,BRA,T-13,Chile,CHL,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,49000,45500,,5,0.9285714285714286,3.0,underload,FRA,False,1998,knockout,BRA
57,579,WC-1998,1998 FIFA World Cup,M-1998-63,Netherlands v Croatia,third-place match,not applicable,0,1,0,0,1998-07-11,21:00,S-045,Parc des Princes,Paris,France,T-46,Netherlands,NLD,T-17,Croatia,HRV,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,49000,44000,,3,0.8979591836734694,2.0,underload,FRA,False,1998,knockout,HRV
58,37,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,round of 16,not applicable,0,1,1,0,1938-06-05,17:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,3–3,3,3,0,0,1,0,0-0,0,0,draw,0,0,1,15000,7000,Giuseppe Scarpi (Referee) · Ferdinand Valprede (AR1) · Jean Merkcx (AR2),6,0.4666666666666667,0.0,underload,FRA,False,1938,knockout,
59,43,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,15000,8000,Alfred Birlem (Referee) · Pierre Capdeville (AR1) · Paul Marenco (AR2),3,0.5333333333333333,0.0,underload,FRA,False,1938,knockout,CUB
